Year_and_Month,Num_Sold,Average_Transaction,Product,Categoryid
"2022 01",3,7.850000,"Staples Standard Staples (5,000 Pack)",110
"2022 01",3,272.240000,"Tableau Desktop",120
"2022 01",3,1257.120000,"Microsoft Surface Laptop 5",120
"2022 01",3,28.360000,"Chavant NSP Soft Sculpting Clay (Green)",115
"2022 01",3,12.150000,"LTCA Year Up Mouse Pad (Blue)",130
"2022 01",3,61.140000,"Canson XL Mixed Media Pad (11x14 inches)",115
"2022 01",3,19.360000,"Acrylic Paint Set (Set of 12 Tubes)",110
"2022 01",3,26.520000,"Black Holes and Baby Universes",125
"2022 01",3,25.450000,Becoming,125
"2022 01",3,195.300000,"Forensic Science",100
"2022 01",3,26.520000,"Little Women",125
"2022 01",3,24.000000,"Plastic Palette Knives (Set of 5)",115
"2022 01",3,28.360000,"The Alchemist",125
"2022 01",3,9.450000,"Pilot G2 Retractable Gel Pens (Blue)",110
"2022 01",3,57.120000,"Faber-Castell Pitt Artist Pens (Set of 12, Black)",115
"2022 01",3,77.810000,"Philips Hue Play HDMI Sync Box",120
"2022 01",3,12.150000,"Olfa Rotary Cutter (45mm)",115
"2022 01",3,204.580000,"Chinese Characters Made Easy",100
"2022 01",3,34.430000,"UGREEN Nexode 140W USB-C Charger",120
"2022 01",3,1250.960000,"HP Envy 15",120
"2022 01",3,241.400000,"Criminology: A Contemporary Introduction",100
"2022 01",3,752.820000,"ASUS Vivobook 13 Slate OLED",120
"2022 01",3,12.000000,"LTCA Year Up Pennant Flag (Black and Gold)",130
"2022 01",3,15.240000,"A Thousand Splendid Suns",125
"2022 01",3,58.920000,"Kaplan GRE Prep 2024",125
"2022 01",3,217.340000,"Community Health",100
"2022 01",3,10.100000,"Paper Mate Pink Pearl Erasers (Pack of 6)",110
"2022 01",3,57.700000,"LTCA Year Up Lightweight Windbreaker (Blue)",130
"2022 01",3,12.150000,"LTCA Year Up Mouse Pad (Black)",130
"2022 01",3,228.300000,"Leadership and Management Principles",100
"2022 01",3,24.280000,Meditations,125
"2022 01",3,74.500000,"SAT Math Essentials",100
"2022 01",3,50.960000,"Pentel Arts Oil Pastels (Set of 50)",115
"2022 01",3,33.100000,"LTCA Year Up Classic Cotton T-Shirt (Black)",130
"2022 01",3,12.000000,"Tombow Fudenosuke Brush Pens (Hard and Soft Tip)",115
"2022 01",3,101.960000,"Apple AirPods Pro 2nd Gen",120
"2022 01",3,28.690000,"Apple MagSafe Charger",120
"2022 01",3,26.400000,"The Art of War",125
"2022 01",3,355.920000,"GitHub Pro",120
"2022 01",3,107.060000,"Bose QuietComfort 45",120
"2022 01",3,232.400000,"Anatomy and Physiology",100
"2022 01",3,193.250000,"Fundamentals of Thermodynamics",100
"2022 01",3,6.520000,"Pentel EnerGel Deluxe Retractable Pens (Black)",110
"2022 01",3,50.360000,"Princeton Review ACT Prep",125
"2022 01",3,74.280000,"SAT Math Level 2 Study Guide",125
"2022 01",3,9.950000,"Westcott Titanium Bonded Scissors (8-inch)",110
"2022 01",3,34.640000,"LTCA Year Up Drawstring Backpack (Black)",130
"2022 01",3,346.680000,"Sketch App License",120
"2022 01",3,815.000000,"Microsoft Surface Pro 9",120
"2022 01",3,238.560000,"AutoDesk AutoCAD",120
"2022 01",3,20.360000,"LTCA Year Up Flat-Brim Hat (Black)",130
"2022 01",3,23.440000,"LTCA Year Up Lanyard (Black)",130
"2022 01",3,24.200000,"Creative Mark Rhapsody Kolinsky Brushes (Set of 3)",115
"2022 01",3,214.320000,"Introduction to Statistics",100
"2022 01",3,59.580000,"LTCA Year Up Pullover Hoodie (Black)",130
"2022 01",3,228.770000,"The Basics of Anthropology",100
"2022 01",3,379.400000,"Casio fx-CG50",120
"2022 01",3,24.280000,"The Gifts of Imperfection",125
"2022 01",3,28.690000,"Apple 67W USB-C Power Adapter",120
"2022 01",3,9.950000,"Pentel EnerGel Deluxe Retractable Pens (Blue)",110
"2022 01",3,20.360000,"Dry Erase Wall Calendar (Monthly Layout)",110
"2022 01",3,29.300000,"Strunk and White’s Elements of Style",125
"2022 01",3,145.970000,"Discrete Mathematics",100
"2022 01",3,13.000000,"LTCA Year Up Phone Stand (Adjustable)",130
"2022 01",3,74.280000,"GRE Math Review",125
"2022 01",3,14.000000,"LTCA Year Up USB Flash Drive (64GB)",130
"2022 01",3,17.700000,"Sapiens: A Brief History of Humankind",125
"2022 01",3,5.000000,"LTCA Year Up Patch (Sew-On)",130
"2022 01",3,110.250000,"Introduction to Electrical Engineering",100
"2022 01",3,6.020000,"Acrylic Desk Organizer Tray Set",110
"2022 01",3,1257.120000,"Lenovo ThinkPad X1 Carbon",120
"2022 01",3,23.440000,"CliffsNotes Algebra I",125
"2022 01",3,7.850000,"Paper Cutter Trimmer (Letter Size)",110
"2022 01",3,17.700000,"The Great Gatsby",125
"2022 01",3,24.200000,"Brave New World",125
"2022 01",3,24.330000,"LTCA Year Up Throw Pillow (Black and White Logo)",130
"2022 01",3,20.360000,"Avery Index Dividers with Tabs (5-Tab, Multicolor)",110
"2022 01",3,19.360000,"LTCA Year Up Keychain (Rubberized)",130
"2022 01",3,10.100000,"Legal Ruled Notepads (Yellow, Pack of 3)",110
"2022 01",3,52.400000,"LTCA Year Up Performance Dri-Fit T-Shirt (Blue)",130
"2022 01",3,25.450000,Educated,125
"2022 01",3,127.520000,"Oxford English Dictionary",125
"2022 01",2,622.320000,"Samsung Galaxy Tab A8",120
"2022 01",2,24.280000,"LTCA Year Up Gym Towel",130
"2022 01",2,40.360000,"Atlas of World Geography",125
"2022 01",2,39.750000,"LTCA Year Up Wall Clock (Round, Black)",130
"2022 01",2,20.320000,"The Chicago Manual of Style",125
"2022 01",2,76.360000,"Logitech StreamCam",120
"2022 01",2,40.360000,"The Penguin Dictionary of Literary Terms",125
"2022 01",2,7.850000,"Bic Cristal Ballpoint Pens (Blue, Pack of 10)",110
"2022 01",2,24.280000,"Daring Greatly",125
"2022 01",2,16.600000,"LTCA Year Up Spiral Notebook (Blue)",130
"2022 01",2,20.360000,"The Song of Achilles",125
"2022 01",2,189.000000,"Web Development: HTML, CSS, and JavaScript",100
"2022 01",2,4.000000,"Stretched Canvas (16x20 inches, Pack of 2)",115
"2022 01",2,219.300000,"Physics for Scientists and Engineers",100
"2022 01",2,26.520000,"A Storm of Swords",125
"2022 01",2,17.700000,"Atomic Habits",125
"2022 01",2,20.360000,"Daisy Jones & The Six",125
"2022 01",2,17.700000,"The Immortal Life of Henrietta Lacks",125
"2022 01",2,25.450000,"The Seven Husbands of Evelyn Hugo",125
"2022 01",2,20.360000,"The Lord of the Rings",125
"2022 01",2,5.000000,"Fine Mist Spray Bottle for Watercolors",115
"2022 01",2,10.100000,"Letter Opener (Stainless Steel)",110
"2022 01",2,7.850000,"Zebra Mildliner Highlighters (Pastel Colors, Pack of 15)",110
"2022 01",2,12.880000,"Page Magnifier Sheet",110
"2022 01",2,17.700000,"Pride and Prejudice",125
"2022 01",2,652.900000,"Acer Enduro Urban T1",120
"2022 01",2,29.300000,"Life of Pi",125
"2022 01",2,20.360000,"The Bluebook: A Uniform System of Citation",125
"2022 01",2,12.120000,"Harry Potter and the Prisoner of Azkaban",125
"2022 01",2,215.770000,"Numerical Methods",100
"2022 01",2,44.000000,"LTCA Year Up Classic Cotton T-Shirt (White)",130
"2022 01",2,76.520000,"CPA Exam Review",125
"2022 01",2,136.120000,"Bose SoundSport Free",120
"2022 01",2,30.620000,"Aukey Omnia 65W Fast Charger",120
"2022 01",2,75.420000,"Samsung T7 Touch Portable SSD (2TB)",120
"2022 01",2,76.520000,"GMAT Quantitative Practice Tests",125
"2022 01",2,230.700000,"Child Development",100
"2022 01",2,241.400000,"Gender Studies: Key Texts",100
"2022 01",2,132.300000,"Signal Processing",100
"2022 01",2,852.940000,"Dell Latitude 7320 Detachable",120
"2022 01",2,19.360000,"Da Vinci Maestro Series 10 Brushes (Round, Set of 3)",115
"2022 01",2,88.420000,"French Grammar and Composition",100
"2022 01",2,40.360000,"Cambridge Advanced Learner’s Dictionary",125
"2022 01",2,15.240000,"MLA Handbook (9th Edition)",125
"2022 01",2,12.120000,"LTCA Year Up Coffee Mug (Ceramic, White)",130
"2022 01",2,25.450000,"Spark Joy",125
"2022 01",2,20.360000,"The Blue Zones",125
"2022 01",2,45.450000,"The Norton Anthology of English Literature",125
"2022 01",2,1717.700000,"Apple MacBook Air (M2, 13-inch)",120
"2022 01",2,2.880000,"Push Pins (Clear, Pack of 200)",110
"2022 01",2,24.280000,"The Road",125
"2022 01",2,49.360000,"AP Biology Prep",125
"2022 01",2,20.360000,"Deep Work",125
"2022 01",2,19.480000,"LTCA Year Up Desk Organizer (Black)",130
"2022 01",2,6.020000,"Rubber Bands (Assorted Sizes, Pack of 100)",110
"2022 01",2,25.450000,"The Intelligent Investor",125
"2022 01",2,28.920000,"Black Drawing Paper Pad (8.5x11 inches)",115
"2022 01",2,367.080000,"Texas Instruments TI-84 Plus CE",120
"2022 01",2,65.500000,"Staedtler Mars Lumograph Graphite Pencils (Set of 12)",115
"2022 01",2,28.920000,"LTCA Year Up Beanie Hat (Black)",130
"2022 01",2,326.280000,"Zoom Video Conferencing Pro License",120
"2022 01",2,20.360000,"Moleskine Classic Hardcover Notebook (Ruled, Black)",110
"2022 01",2,30.360000,"National Geographic Field Guide to Birds of North America",125
"2022 01",2,237.280000,"Adobe Creative Cloud Suite",120
"2022 01",2,241.400000,"International Relations Today",100
"2022 01",2,20.320000,"How Not to Die",125
"2022 01",2,10.100000,"Canson XL Mixed Media Sketchbook (9x12 inches)",110
"2022 01",2,116.200000,"Spanish for Beginners",100
"2022 01",2,801.880000,"Apple iPad Pro (12.9-inch, M2)",120
"2022 01",2,1294.300000,"Lenovo IdeaPad Flex 5",120
"2022 01",2,1376.440000,"LG Gram 17",120
"2022 01",2,45.450000,"The Norton Anthology of World Literature",125
"2022 01",2,24.280000,"The Testaments",125
"2022 01",2,220.360000,"Gray’s Anatomy for Students",125
"2022 01",2,15.350000,"Stainless Steel Clay Modeling Tools (Set of 11)",115
"2022 01",2,57.120000,"LTCA Year Up Softshell Jacket (Black)",130
"2022 01",2,6.020000,"Staedtler Mars Lumograph Drawing Pencils (Set of 12)",110
"2022 01",2,27.610000,"Crayola Glitter Glue (Set of 9)",115
"2022 01",2,11.000000,"LTCA Year Up Clipboard (Plastic)",130
"2022 01",2,24.280000,"Fan Brush Set (Set of 6, Synthetic Hair)",115
"2022 01",2,7.850000,"Pilot Precise V5 RT Rollerball Pens (Red)",110
"2022 01",2,233.920000,"Conflict Resolution",100
"2022 01",1,19.360000,Wild,125
"2022 01",1,11.000000,"X-Acto Knife Set with Extra Blades",115
"2022 01",1,6.020000,"Duck Brand Duct Tape (Black, 10 Yards)",110
"2022 01",1,28.360000,"Guns, Germs, and Steel",125
"2022 01",1,253.400000,"Cloud Computing Basics",100
"2022 01",1,26.400000,"LTCA Year Up Picnic Blanket",130
"2022 01",1,20.360000,"Malibu Rising",125
"2022 01",1,26.520000,"Sculpey Polymer Clay Starter Kit (Set of 12 Colors)",115
"2022 01",1,24.280000,"East of Eden",125
"2022 01",1,27.520000,"LTCA Year Up Frisbee (Flying Disc)",130
"2022 01",1,20.360000,"DK Eyewitness Travel Guides: Europe",125
"2022 01",1,33.130000,"ASUS USB-C 65W Charger",120
"2022 01",1,12.700000,"The Kite Runner",125
"2022 01",1,12.400000,"Laminate File Jackets (Assorted Colors, Pack of 12)",110
"2022 01",1,24.200000,"Animal Farm",125
"2022 01",1,24.200000,"Everything is Fcked*",125
"2022 01",1,4.000000,"LTCA Year Up Car Decal (Window Cling)",130
"2022 01",1,63.700000,"LTCA Year Up Trucker Hat (Black Mesh)",130
"2022 01",1,33.130000,"Microsoft Surface 65W Power Supply",120
"2022 01",1,20.360000,Outliers,125
"2022 01",1,25.450000,"The Pocket Style Manual",125
"2022 01",1,141.990000,"Sony WF-1000XM4",120
"2022 01",1,76.860000,"RODE NT-USB Mini Microphone",120
"2022 01",1,48.960000,"LTCA Year Up Insulated Lunch Bag",130
"2022 01",1,27.610000,"LTCA Year Up Wireless Charger (Black)",130
"2022 01",1,13.130000,"LTCA Year Up Keychain (Metal)",130
"2022 01",1,24.280000,"The Handmaid’s Tale",125
"2022 01",1,27.520000,"Jane Eyre",125
"2022 01",1,20.360000,"On Writing",125
"2022 01",1,20.360000,"The Writer’s Guide to Grammar",125
"2022 01",1,827.450000,"Lenovo Tab P12 Pro",120
"2022 01",1,38.360000,"Roget’s Thesaurus",125
"2022 01",1,59.580000,"Derwent Inktense Pencils (Set of 36)",115
"2022 01",1,24.200000,"CliffsNotes Chemistry Quick Review",125
"2022 01",1,4.240000,"Elmers Washable School Glue (4 oz)",110
"2022 01",1,1275.440000,"Samsung Galaxy Book Pro",120
"2022 01",1,20.360000,"The Four Agreements",125
"2022 01",1,20.360000,"Thinking, Fast and Slow",125
"2022 01",1,68.880000,"Logitech K780 Multi-Device Keyboard",120
"2022 01",1,97.740000,"Italian in 30 Days",100
"2022 01",1,96.280000,"German Language Essentials",100
"2022 01",1,152.400000,"International Business",100
"2022 01",1,24.280000,"Can’t Hurt Me",125
"2022 01",1,55.000000,"LTCA Year Up Long-Sleeve Tee (Gray)",130
"2022 01",1,233.920000,"Critical Thinking and Logic",100
"2022 01",1,9.090000,"Staedtler White Vinyl Erasers (Pack of 4)",110
"2022 01",1,1763.700000,"MSI Creator Z16",120
"2022 01",1,20.360000,"The Secret",125
"2022 02",13,16.600000,"LTCA Year Up Spiral Notebook (Blue)",130
"2022 02",12,24.200000,"Royal & Langnickel Zen Brush Set (Acrylic, Set of 8)",115
"2022 02",11,76.360000,"Logitech StreamCam",120
"2022 02",11,119.810000,"HyperX Cloud II Wireless",120
"2022 02",10,32.640000,"Strathmore Toned Tan Sketch Paper Pad (9x12 inches)",115
"2022 02",10,191.950000,"Ethics and Moral Reasoning",100
"2022 02",9,12.120000,"Mead Cambridge Business Notebook (Professional Design)",110
"2022 02",9,12.300000,"LTCA Year Up Picture Frame (Wooden, 8x10)",130
"2022 02",9,155.000000,"Operations Management",100
"2022 02",9,133.100000,"Business Law Today",100
"2022 02",9,204.580000,"Applied Linguistics",100
"2022 02",9,57.700000,"Sharpie Fine Point Markers (Set of 24)",115
"2022 02",9,7.000000,"LTCA Year Up USB Flash Drive (32GB)",130
"2022 02",9,20.360000,"Cork Bulletin Board with Push Pins",110
"2022 02",9,20.360000,"Dry Erase Wall Calendar (Monthly Layout)",110
"2022 02",9,9.090000,"Daler-Rowney Gouache Paint Set (12 Tubes)",115
"2022 02",9,52.900000,"GRE Prep 101",100
"2022 02",9,33.100000,"LTCA Year Up Classic Cotton T-Shirt (Black)",130
"2022 02",8,24.000000,"Plastic Palette Knives (Set of 5)",115
"2022 02",8,19.360000,"Avery Heavy-Duty 3-Ring Binder (1-inch, White)",110
"2022 02",8,39.720000,"Liquitex Basics Acrylic Paint Set (48 Tubes)",115
"2022 02",8,69.110000,"Razer DeathAdder V2 Mouse",120
"2022 02",8,166.000000,"Circuits and Systems",100
"2022 02",8,9.090000,"Winsor & Newton Watercolor Paint Set (12 Colors)",110
"2022 02",8,152.400000,"International Business",100
"2022 02",8,134.560000,"Advanced Calculus",100
"2022 02",8,28.690000,"Apple MagSafe Charger",120
"2022 02",8,29.300000,"Wax Carving Tools (Set of 10)",115
"2022 02",8,715.000000,"Samsung Galaxy Tab S9 Ultra",120
"2022 02",8,44.500000,"Field Sketch Easel (Aluminum, Portable)",115
"2022 02",8,6.020000,"Staedtler Mars Lumograph Drawing Pencils (Set of 12)",110
"2022 02",8,12.320000,"Gorilla Glue Super Glue Gel",110
"2022 02",8,34.640000,"LTCA Year Up Drawstring Backpack (Black)",130
"2022 02",8,1317.700000,"Dell Inspiron 15",120
"2022 02",8,39.720000,"LTCA Year Up Laptop Sleeve (13-inch)",130
"2022 02",8,1250.960000,"HP Envy 15",120
"2022 02",8,28.920000,"Black Drawing Paper Pad (8.5x11 inches)",115
"2022 02",8,318.960000,"R Studio Desktop",120
"2022 02",8,24.280000,"Foam Brushes (Assorted Sizes, Pack of 20)",115
"2022 02",7,19.360000,"Catching Fire",125
"2022 02",7,171.900000,"Art History: The Renaissance to Modernism",100
"2022 02",7,26.520000,"Black Holes and Baby Universes",125
"2022 02",7,12.150000,"Fiskars 12-Inch Paper Trimmer",115
"2022 02",7,61.140000,"LTCA Year Up Embroidered Baseball Cap (Navy Blue)",130
"2022 02",7,25.000000,"Kneaded Erasers (Set of 3)",115
"2022 02",7,57.120000,"LTCA Year Up Softshell Jacket (Black)",130
"2022 02",7,134.800000,"Physical Therapy Principles",100
"2022 02",7,6.000000,"Speedball Calligraphy Ink (Black)",115
"2022 02",7,209.240000,"Epidemiology: Basics and Applications",100
"2022 02",7,144.400000,"Human Resource Management",100
"2022 02",7,6.520000,"Electric Desktop Pencil Sharpener (Heavy Duty)",110
"2022 02",7,76.400000,"IELTS Academic Study Guide",125
"2022 02",7,20.360000,"Arches Watercolor Paper (Hot Pressed, 10x14 inches)",115
"2022 02",7,76.360000,"Elgato Stream Deck MK",120
"2022 02",7,8.450000,"Pilot Precise V5 RT Rollerball Pens (Black)",110
"2022 02",7,355.920000,"GitHub Pro",120
"2022 02",7,205.800000,"Microeconomics: An Introduction",100
"2022 02",7,26.520000,"Wooden Oval Paint Palette",115
"2022 02",7,9.450000,"Scotch Double-Sided Tape (Pack of 2)",110
"2022 02",7,215.770000,"Probability and Statistics",100
"2022 02",7,6.000000,"LTCA Year Up Enamel Pin (Round Logo)",130
"2022 02",7,2.400000,"Crayola Crayons (Pack of 64)",110
"2022 02",7,20.360000,"The Lord of the Rings",125
"2022 02",7,9.914286,"Faber-Castell Polychromos Colored Pencils (Set of 24)",110
"2022 02",7,20.360000,"The Power of Habit",125
"2022 02",7,102.090000,"Sony WH-1000XM5",120
"2022 02",7,40.550000,"Double-Sided Adhesive Tape (Roll)",115
"2022 02",7,19.360000,"LTCA Year Up Keychain (Rubberized)",130
"2022 02",7,852.940000,"Dell Latitude 7320 Detachable",120
"2022 02",7,66.000000,"Conte Crayons (Set of 12)",115
"2022 02",7,50.960000,"Crayola Crayons (Set of 64)",115
"2022 02",7,26.400000,"LTCA Year Up Picnic Blanket",130
"2022 02",6,120.820000,"Razer Kraken X",120
"2022 02",6,603.500000,"Apple iPad Mini",120
"2022 02",6,108.330000,"Samsung Galaxy Buds 2 Pro",120
"2022 02",6,12.150000,"LTCA Year Up Mouse Pad (Black)",130
"2022 02",6,44.000000,"LTCA Year Up Classic Cotton T-Shirt (Navy Blue)",130
"2022 02",6,171.900000,"Creative Writing Workshop",100
"2022 02",6,57.700000,"LTCA Year Up Lightweight Windbreaker (Blue)",130
"2022 02",6,101.960000,"Apple AirPods Pro 2nd Gen",120
"2022 02",6,217.340000,"Statistical Inference",100
"2022 02",6,144.000000,"Entrepreneurship and Innovation",100
"2022 02",6,13.130000,"Heavy-Duty Hole Punch (3 Hole)",110
"2022 02",6,157.280000,"Introduction to Topology",100
"2022 02",6,815.000000,"Microsoft Surface Pro 9",120
"2022 02",6,336.480000,"Notion Pro",120
"2022 02",6,141.990000,"Sony WF-1000XM4",120
"2022 02",6,903.900000,"Xiaomi Pad 5 Pro",120
"2022 02",6,50.960000,"LTCA Year Up Quarter-Zip Sweatshirt (Maroon)",130
"2022 02",6,9.090000,"Staedtler White Vinyl Erasers (Pack of 4)",110
"2022 02",6,155.600000,"Music Theory Essentials",100
"2022 02",6,10.160000,"Avery Heavy-Duty 3-Ring Binder (2-inch, Black)",110
"2022 02",6,8.000000,"LTCA Year Up Trophy Replica (Mini)",130
"2022 02",6,12.120000,"Strathmore Bristol Paper Pad (11x17 inches)",110
"2022 02",6,237.280000,"Adobe Creative Cloud Suite",120
"2022 02",6,6.020000,"Sharpie Fine Point Permanent Markers (Black)",110
"2022 02",6,192.260000,"Organic Chemistry I",100
"2022 02",6,126.180000,"SteelSeries Arctis 7+",120
"2022 02",6,883.480000,"TCL NXTPAPER 10s",120
"2022 02",6,20.360000,"Wall-Mounted Dry Erase Board (18x24 inches)",110
"2022 02",6,17.700000,"Smead Expanding File Folder (13-Pocket, Letter Size)",110
"2022 02",6,134.800000,"American History Since 1865",100
"2022 02",6,2.400000,"Prismacolor Premier Colored Pencils (Set of 48)",110
"2022 02",6,1291.710000,"Chromebook Pixelbook Go",120
"2022 02",6,237.280000,"Microsoft Office 365",120
"2022 02",6,68.880000,"Apple Magic Keyboard",120
"2022 02",6,188.120000,"The Art of Writing",100
"2022 02",6,7.850000,"Zebra Mildliner Highlighters (Pastel Colors, Pack of 15)",110
"2022 02",6,375.240000,"Texas Instruments TI-89 Titanium",120
"2022 02",6,24.330000,"Studio Floor Easel (H-Frame, Wood)",115
"2022 02",6,20.320000,"How Not to Die",125
"2022 02",6,12.120000,"Envelope Moistener with Adhesive",110
"2022 02",6,206.160000,"Introduction to Philosophy",100
"2022 02",6,228.300000,"Research Methods in Social Sciences",100
"2022 02",6,201.800000,"World History: Ancient to Modern",100
"2022 02",6,26.520000,"Disposable Paper Palette Pad (30 Sheets)",115
"2022 02",6,31.890000,"Google Pixel USB-C 30W Power Adapter",120
"2022 02",6,34.430000,"UGREEN Nexode 140W USB-C Charger",120
"2022 02",6,74.280000,"TOEFL Prep Book 2024",125
"2022 02",6,2.880000,"Push Pins (Clear, Pack of 200)",110
"2022 02",6,65.500000,"LTCA Year Up Pullover Hoodie (Navy Blue)",130
"2022 02",6,68.880000,"Logitech K780 Multi-Device Keyboard",120
"2022 02",6,837.520000,"Google Pixel Tablet",120
"2022 02",6,68.880000,"Microsoft Sculpt Ergonomic Keyboard",120
"2022 02",6,6.000000,"Masking Tape (Artist Grade)",115
"2022 02",6,12.880000,"Astrobrights Colored Paper (Assorted Colors, Pack of 100)",110
"2022 02",6,13.130000,"The Hunger Games",125
"2022 02",6,20.360000,"Where the Crawdads Sing",125
